Page Description 1,Page Description 2,Column Description,Category,Subcategory,Tertiary Category,Field,Calculated,SumGroup,Sign,Type,HelpString,TestNumber
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Electric,,,,,Operating Income (Loss),"Income (Loss) before Capital Contributions, Special and Extraordinary Items, Advances and Transfers",,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Electric,Non-Operating Receipts (Disbursements),,,General Obligation Bonds Issued,,Total Non-Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Electric,Non-Operating Receipts (Disbursements),,,Refunding Bonds Issued,,Total Non-Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Electric,Non-Operating Receipts (Disbursements),,,Sale of Notes,,Total Non-Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Electric,Non-Operating Receipts (Disbursements),,,Premium on Debt Issuance,,Total Non-Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Electric,Non-Operating Receipts (Disbursements),,,Other Debt Proceeds,,Total Non-Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Electric,Non-Operating Receipts (Disbursements),,,Payment to Refunded Bond Escrow Agent,,Total Non-Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Electric,Non-Operating Receipts (Disbursements),,,Special Assessments,,Total Non-Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Electric,Non-Operating Receipts (Disbursements),,,Capital Outlay,,Total Non-Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Electric,Non-Operating Receipts (Disbursements),Debt Service,,Principal Retirement,,Total Non-Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Electric,Non-Operating Receipts (Disbursements),Debt Service,,Interest and Fiscal Charges,,Total Non-Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Electric,Non-Operating Receipts (Disbursements),Debt Service,,Bond Issuance Costs,,Total Non-Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Electric,Non-Operating Receipts (Disbursements),Debt Service,,Other Debt Service,,Total Non-Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Electric,Non-Operating Receipts (Disbursements),,,Proceeds from Sale of Capital Assets,,Total Non-Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Electric,Non-Operating Receipts (Disbursements),,,Interest Earnings,,Total Non-Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Electric,Non-Operating Receipts (Disbursements),,,Intergovernmental,,Total Non-Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Electric,Non-Operating Receipts (Disbursements),,,Other Non-Operating Receipts,,Total Non-Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Electric,Non-Operating Receipts (Disbursements),,,Other Non-Operating Disbursements,,Total Non-Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Electric,Non-Operating Receipts (Disbursements),,,,Total Non-Operating Receipts (Disbursements),"Income (Loss) before Capital Contributions, Special and Extraordinary Items, Advances and Transfers",,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Electric,,,,,"Income (Loss) before Capital Contributions, Special and Extraordinary Items, Advances and Transfers",Change in Net Position,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Electric,,,,Capital Contributions,,Change in Net Position,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Electric,,,,Special Items,,Change in Net Position,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Electric,,,,Extraordinary Items,,Change in Net Position,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Electric,,,,Advances In,,Change in Net Position,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Electric,,,,Advances Out,,Change in Net Position,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Electric,,,,Transfers In,,Change in Net Position,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Electric,,,,Transfers Out,,Change in Net Position,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Electric,,,,,Change in Net Position,"Net Position, End of Year",,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Electric,,,,"Net Position, Beginning of Year",,"Net Position, End of Year",,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Electric,,,,,"Net Position, End of Year",,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,Operating Receipts,,,Charges for Services,,Total Operating Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,Operating Receipts,,,Other Operating Receipts,,Total Operating Receipts,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,Operating Receipts,,,,Total Operating Receipts,Operating Income (Loss),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,Operating Disbursements,,,Salaries,,Total Operating Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,Operating Disbursements,,,Fringe Benefits,,Total Operating Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,Operating Disbursements,,,Purchased Services,,Total Operating Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,Operating Disbursements,,,Materials and Supplies,,Total Operating Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,Operating Disbursements,,,Other Operating Disbursements,,Total Operating Disbursements,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,Operating Disbursements,,,,Total Operating Disbursements,Operating Income (Loss),-,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,,,,,Operating Income (Loss),"Income (Loss) before Capital Contributions, Special and Extraordinary Items, Advances and Transfers",,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,Non-Operating Receipts (Disbursements),,,General Obligation Bonds Issued,,Total Non-Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,Non-Operating Receipts (Disbursements),,,Refunding Bonds Issued,,Total Non-Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,Non-Operating Receipts (Disbursements),,,Sale of Notes,,Total Non-Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,Non-Operating Receipts (Disbursements),,,Premium on Debt Issuance,,Total Non-Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,Non-Operating Receipts (Disbursements),,,Other Debt Proceeds,,Total Non-Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,Non-Operating Receipts (Disbursements),,,Payment to Refunded Bond Escrow Agent,,Total Non-Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,Non-Operating Receipts (Disbursements),,,Special Assessments,,Total Non-Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,Non-Operating Receipts (Disbursements),,,Capital Outlay,,Total Non-Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,Non-Operating Receipts (Disbursements),Debt Service,,Principal Retirement,,Total Non-Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,Non-Operating Receipts (Disbursements),Debt Service,,Interest and Fiscal Charges,,Total Non-Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,Non-Operating Receipts (Disbursements),Debt Service,,Bond Issuance Costs,,Total Non-Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,Non-Operating Receipts (Disbursements),Debt Service,,Other Debt Service,,Total Non-Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,Non-Operating Receipts (Disbursements),,,Proceeds from Sale of Capital Assets,,Total Non-Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,Non-Operating Receipts (Disbursements),,,Interest Earnings,,Total Non-Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,Non-Operating Receipts (Disbursements),,,Intergovernmental,,Total Non-Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,Non-Operating Receipts (Disbursements),,,Other Non-Operating Receipts,,Total Non-Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,Non-Operating Receipts (Disbursements),,,Other Non-Operating Disbursements,,Total Non-Operating Receipts (Disbursements),,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,Non-Operating Receipts (Disbursements),,,,Total Non-Operating Receipts (Disbursements),"Income (Loss) before Capital Contributions, Special and Extraordinary Items, Advances and Transfers",,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,,,,,"Income (Loss) before Capital Contributions, Special and Extraordinary Items, Advances and Transfers",Change in Net Position,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,,,,Capital Contributions,,Change in Net Position,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,,,,Special Items,,Change in Net Position,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,,,,Extraordinary Items,,Change in Net Position,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,,,,Advances In,,Change in Net Position,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,,,,Advances Out,,Change in Net Position,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,,,,Transfers In,,Change in Net Position,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,,,,Transfers Out,,Change in Net Position,,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,,,,,Change in Net Position,"Net Position, End of Year",,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,,,,"Net Position, Beginning of Year",,"Net Position, End of Year",,,,
"STATEMENT OF RECEIPTS, DISBURSEMENTS AND CHANGES IN NET POSITION",PROPRIETARY FUNDS,Enterprise Funds Landfill,,,,,"Net Position, End of Year",,,,,
LONG TERM OBLIGATIONS AT YEAR END,,,Governmental,,,General Obligation Bonds,,,,,,
LONG TERM OBLIGATIONS AT YEAR END,,,Governmental,,,Special Assessment Bonds,,,,,,
LONG TERM OBLIGATIONS AT YEAR END,,,Governmental,,,Notes Payable,,,,,,
LONG TERM OBLIGATIONS AT YEAR END,,,Governmental,,,Loans Payable,,,,,,
LONG TERM OBLIGATIONS AT YEAR END,,,Governmental,,,Capital Leases,,,,,,
LONG TERM OBLIGATIONS AT YEAR END,,,Governmental,,,Revenue Bonds,,,,,,
LONG TERM OBLIGATIONS AT YEAR END,,,Governmental,,,Miscellaneous Long Term Bonds,,,,,,
LONG TERM OBLIGATIONS AT YEAR END,,,Proprietary,,,General Obligation Bonds,,,,,,
LONG TERM OBLIGATIONS AT YEAR END,,,Proprietary,,,Special Assessment Bonds,,,,,,
LONG TERM OBLIGATIONS AT YEAR END,,,Proprietary,,,Notes Payable,,,,,,
LONG TERM OBLIGATIONS AT YEAR END,,,Proprietary,,,Loans Payable,,,,,,
LONG TERM OBLIGATIONS AT YEAR END,,,Proprietary,,,Capital Leases,,,,,,
LONG TERM OBLIGATIONS AT YEAR END,,,Proprietary,,,Revenue Bonds,,,,,,
LONG TERM OBLIGATIONS AT YEAR END,,,Proprietary,,,Miscellaneous Long Term Bonds,,,,,,
OTHER INFORMATION,DEMOGRAPHIC,,,,,Population,,,,,,
OTHER INFORMATION,DEMOGRAPHIC,,,,,Total Annual Final Appropriations for All Funds for the Reporting Year,,,,,,
OTHER INFORMATION,DEMOGRAPHIC,,,,,Average Number of Utility Customers,,,,,,
OTHER INFORMATION,DEMOGRAPHIC,,,,,"Full Tax Rate Per $1,000 of Assessed Valuation",,,,,,
OTHER INFORMATION,DEMOGRAPHIC,,,,,Total Assessed Property Tax Valuation,,,,,,
OTHER INFORMATION,DEMOGRAPHIC,,,,,Unrestricted General Fund Carryover Cash Balance at Year-End,,,,,,
